track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,Lyrics
Di Que Si,"Grupo Marca Registrada, Grupo Frontera",2,2023,2,3,356,10,147290338,4,64,4,2,37,182,A,Major,57,80,59,8,0,6,5,"Llevo varias noches pisteándome el dolor
Rogándole a Dios que me devuelva tu amor
Deberías desbloquear mis llamadas
Que quiero hablarte
Solo dame un minuto pa' explicarte

Que la regué, me equivoqué
Perdóname, no lo vuelvo a hacer
Porque tengo varias noches sin dormir
Mi cama se quedó con el olor a ti

Yo te extraño, te extraño
Y no haces nada, tanto que yo hice por ti
Y es que tengo varias noches sin dormir
Mi cama se quedó con el olor a ti

Yo te extraño, te extraño
Y si me extrañas, por favor, dime que sí
Di que sí

Por fa', di que sí
Por fa', di que sí
Por fa', di que sí

Que la regué, me equivoqué
Perdóname, no lo vuelvo a hacer
Porque tengo varias noches sin dormir
Mi cama se quedó con el olor a ti

Yo te extraño, te extraño
Y no haces nada, tanto que yo hice por ti
Y es que tengo varias noches sin dormir
Mi cama se quedó con el olor a ti

Yo te extraño, te extraño
Y si me extrañas, por favor, dime que sí
Di que sí

Por fa', di que sí
Por fa', di que sí
Por fa', di que sí"
Shivers,Ed Sheeran,1,2021,9,9,10147,30,1302184087,234,71,543,18,,141,D,Major,79,82,86,28,0,4,9,"I took an arrow to the heart
I never kissed a mouth that tastes like yours
Strawberries and then something more
Ooh yeah, I want it all

Lipstick on my guitar
Fill up the engine, we can drive real far
Go dancing underneath the stars
Ooh yeah, I want it all

Mmm, you got me feeling like

I wanna be that guy
I wanna kiss your eyes
I wanna drink that smile
I wanna feel like I
Like my soul's on fire
I wanna stay up all day and all night
Yeah, you got me singing like

Ooh, I love it when you do it like that
And when you're close up
Give me the shivers
Oh baby, you wanna dance till the sunlight cracks
And when they say the party's over then we'll bring it right back

And we'll say
Ooh, I love it when you do it like that
And when you're close up
Give me the shivers
Oh baby, you wanna dance till the sunlight cracks
And when they say the party's over then we'll bring it right back

Into the car
On the backseat in the moonlit dark
Wrap me up between your legs and arms
Ooh, I can't get enough

You know you could tear me apart
Put me back together and take my heart
I never thought that I could love this hard
Ooh, I can't get enough

Mmm, you got me feeling like

I wanna be that guy
I wanna kiss your eyes
I wanna drink that smile
I wanna feel like I
Like my soul's on fire
I wanna stay up all day and all night
Yeah, you got me singing like

Ooh, I love it when you do it like that
And when you're close up
Give me the shivers
Oh baby, you wanna dance till the sunlight cracks
And when they say the party's over then we'll bring it right back

And we'll say
Ooh, I love it when you do it like that
And when you're close up
Give me the shivers
Oh baby, you wanna dance till the sunlight cracks
And when they say the party's over then we'll bring it right back

Baby, you burn so hot
You make me shiver with the fire you got
This thing we started, I don't want it to stop
You know you make me shiver-er-er

Baby, you burn so hot
You make me shiver with the fire you got
This thing we started, I don't want it to stop
You know you make me shiver

Yeah, you got me singing like

Ooh, I love it when you do it like that
And when you're close up
Give me the shivers
Oh baby, you wanna dance till the sunlight cracks
And when they say the party's over then we'll bring it right back

(Oh no) And we'll say
Ooh, I love it when you do it like that
And when you're close up
Give me the shivers
Oh baby, you wanna dance till the sunlight cracks
And when they say the party's over then we'll bring it right back, hey"
Igualito a Mi Apï¿,"Fuerza Regida, Peso Pluma",2,2022,12,30,265,6,158950978,8,84,5,1,4,145,E,Minor,76,80,81,19,0,6,9,
Shoong! (feat. LISA of BLACKPINK),"TAEYANG, Lisa",2,2023,4,25,351,9,76910644,16,90,10,0,64,110,B,Minor,76,26,70,1,0,41,6,"[Romanized:]

Yeah

Oh (Oh)
Neoreul bomyeon nae simjangeun kung
Nae siseoneun neoreul hyanghae zoom (Zoom)
Eonjedeunji eodirado, vroom, vroom, yeah
Oneul neoneun paransaek (Yeah)
Pyeongsoboda jogeum chagapge (Yeah)
Uri yojeum yejeon gatji antago
Malhaedo useoneomgyeo, that's all I know

Eorinae gateun nae jangnan
Jinsimi anya nan, nah, nah
Aljana naegen gyeolguk neoppuningeol

Neoegero dallyeoganeun jung (Skrrt)
Lamborghiniboda ppalli syung (syung)
Dochakjineun eonjena you
I'm like syung-ung-ung, ung-ung-ung
Neoegero dallyeoganeun jung (Yeah)
Don't you worry, I'm coming soon (Soon)
Nega joahadeon naui chum
Like syung-ung-ung, ung-ung-ung

Syuung syuung syuung
Syuung syuung syuung
Neoegero dallyeoganeun jung
Syuung syuung syuung
Lamborghiniboda ppalli syung
Syuung syuung syuung

Coming for you in the fast lane
Got me all fired up, full gas tank
Put the pedal to the floor when I hit the door
Give me everything you got like the bank is owed, yeah
You pull up in the Lambo'
With that drip that shit like candles
And I lose my grip, where the handle?
And I'd choose you over the band doe
You keep my engine on purr, you could never get swerved
How you move 'round the curves make me, ooh
You got that thing that I want, know your love hit the spot
And you never should stop, baby, shoong

Machi sarangeun buljangnan
Gatda hajiman nan, nah, nah
Aljana naegen ojik neoppuningeol

Neoegero dallyeoganeun jung (Skrrt)
Lamborghiniboda ppalli syung (syung)
Dochakjineun eonjena you
I'm like syung-ung-ung, ung-ung-ung
Neoegero dallyeoganeun jung (Yeah)
Don't you worry, I'm coming soon (Soon)
Nega joahadeon naui chum
Like syung-ung-ung, ung-ung-ung

Syuung syuung syuung
Syuung syuung syuung
Neoegero dallyeoganeun jung
Syuung syuung syuung
Lamborghiniboda ppalli syung
Syuung syuung syuung

Oh (Oh)
Neowa isseumyeon yeogiga cheonguk (Ah-ah-ah)
Neo daesine, I would die for you, yeah
Geu eotteon geotboda areumdaun you, ooh

Neoegero dallyeoganeun jung (Skrrt)
Lamborghiniboda ppalli syung (syung)
Dochakjineun eonjena you
I'm like syung-ung-ung, ung-ung-ung
Neoegero dallyeoganeun jung (Yeah)
Don't you worry, I'm coming soon (Soon)
Nega joahadeon naui chum
Like syung-ung-ung, ung-ung-ung

Syuung syuung syuung
Syuung syuung syuung
Neoegero dallyeoganeun jung
Syuung syuung syuung
Lamborghiniboda ppalli syung
Syuung syuung syuung

[Korean:]

Yeah

Oh (Oh)
너를 보면 내 심장은 쿵
내 시선은 너를 향해 zoom (Zoom)
언제든지 어디라도, vroom, vroom, yeah
오늘 너는 파란색 (Yeah)
평소보다 조금 차갑게 (Yeah)
우리 요즘 예전 같지 않다고
말해도 웃어넘겨, that's all I know

어린애 같은 내 장난
진심이 아냐 난, nah, nah
알잖아 나에겐 결국 너뿐인걸

너에게로 달려가는 중 (Skrrt)
Lamborghini보다 빨리 슝 (슝)
도착지는 언제나 you
I'm like 슝-웅-웅, 웅-웅-웅
너에게로 달려가는 중 (Yeah)
Don't you worry, I'm coming soon (Soon)
네가 좋아하던 나의 춤
Like 슝-웅-웅, 웅-웅-웅

슈웅 슈웅 슈웅
슈웅 슈웅 슈웅
너에게로 달려가는 중
슈웅 슈웅 슈웅
Lamborghini보다 빨리 슝
슈웅 슈웅 슈웅

Coming for you in the fast lane
Got me all fired up, full gas tank
Put the pedal to the floor when I hit the door
Give me everything you got like the bank is owed, yeah
You pull up in the Lambo'
With that drip that shit like candles
And I lose my grip, where the handle?
And I'd choose you over the band doe
You keep my engine on purr, you could never get swerved
How you move 'round the curves make me, ooh
You got that thing that I want, know your love hit the spot
And you never should stop, baby, shoong

마치 사랑은 불장난
같다 하지만 난, nah, nah
알잖아 나에겐 오직 너뿐인걸

너에게로 달려가는 중 (Skrrt)
Lamborghini보다 빨리 슝 (슝)
도착지는 언제나 you
I'm like 슝-웅-웅, 웅-웅-웅
너에게로 달려가는 중 (Yeah)
Don't you worry, I'm coming soon (Soon)
네가 좋아하던 나의 춤
Like 슝-웅-웅, 웅-웅-웅

슈웅 슈웅 슈웅
슈웅 슈웅 슈웅
너에게로 달려가는 중
슈웅 슈웅 슈웅
Lamborghini보다 빨리 슝
슈웅 슈웅 슈웅

Oh (Oh)
너와 있으면 여기가 천국 (Ah-ah-ah)
너 대신에, I would die for you, yeah
그 어떤 것보다 아름다운 you, ooh

너에게로 달려가는 중 (Skrrt)
Lamborghini보다 빨리 슝 (슝)
도착지는 언제나 you
I'm like 슝-웅-웅, 웅-웅-웅
너에게로 달려가는 중 (Yeah)
Don't you worry, I'm coming soon (Soon)
네가 좋아하던 나의 춤
Like 슝-웅-웅, 웅-웅-웅

슈웅 슈웅 슈웅
슈웅 슈웅 슈웅
너에게로 달려가는 중
슈웅 슈웅 슈웅
Lamborghini보다 빨리 슝
슈웅 슈웅 슈웅"
Komang,Raim Laode,1,2022,8,16,158,4,137123880,5,6,1,1,18,134,G,Major,70,35,41,41,0,10,3,"Dari kejauhan tergambar cerita tentang kita
Terpisah jarak dan waktu
Ingin kuungkapkan rindu lewat kata indah
Tak cukup untuk dirimu
Sebab kau terlalu indah dari sekedar kata
Dunia berhenti sejenak menikmati indahmu

Dan apabila tak bersamamu
Kupastikan kujalani dunia tak seindah kemarin
Sederhana tertawamu sudah cukup
Lengkapi sempurnanya hidup bersamamu
Eeee-eeee

Jika hari kulalui tanpa hawamu
Percuma senyumku dengan dia, oooh

Dan apabila tak bersamamu
Kupastikan kujalani dunia tak seindah kemarin
Sederhana tertawamu sudah cukup
Lengkapi sempurnanya hidup bersamamu

Apabila tak bersamamu
Kupastikan kujalani dunia tak seindah kemarin
Sederhana tertawamu sudah cukup
Lengkapi sempurnanya (sempurnanya)
Hidup bersamamu
Hu-uuuu, hu-uuuu

Sebab kau terlalu indah dari sekedar kata
Dunia berhenti sejenak menikmati indahmu"
DESPECHï¿,ROSALï¿½,1,2022,7,28,7613,33,782369383,180,90,422,15,55,130,G,Major,92,78,62,18,0,6,10,
Made You Look,Meghan Trainor,1,2022,10,21,3956,6,502574952,142,23,127,3,16,145,A#,Major,84,88,53,35,0,8,7,"I could have my Gucci on
I could wear my Louis Vuitton
But even with nothin' on
Bet I made you look (I made you look)

I'll make you double take soon as I walk away
Call up your chiropractor just in case your neck break
Ooh, tell me what you, what you
What you gon' do, ooh
'Cause I'm 'bout to make a scene, double up that sunscreen
I'm 'bout to turn the heat up, gonna make your glasses steam
Ooh, tell me what you, what you
What you gon' do, ooh

When I do my walk, walk (Oh)
I can guarantee your jaw will drop, drop (Oh)
'Cause they don't make a lot of what I got, got (Ah, ah)
Ladies if you feel me, this your bop, bop (Bop-bop-bop)

I could have my Gucci on (Gucci on)
I could wear my Louis Vuitton
But even with nothin' on
Bet I made you look (I made you look)
Yeah, I look good in my Versace dress (Take it off)
But I'm hotter when my morning hair's a mess
'Cause even with my hoodie on
Bet I made you look (I made you look)
Mhm-hm-hm

And once you get a taste (Woo), you'll never be the same
This ain't that ordinary, it's that 14 karat cake
Ooh, tell me what you, what you
What you gon' do, ooh

When I do my walk, walk (Oh)
I can guarantee your jaw will drop, drop (Oh)
'Cause they don't make a lot of what I got, got (Ah, ah)
Ladies if you feel me, this your bop, bop (Bop-bop-bop)

Ooh, I could have my Gucci on (Gucci on)
I could wear my Louis Vuitton
But even with nothin' on
Bet I made you look (Said I made you look)
Yeah, I look good in my Versace dress (Take it off, baby)
But I'm hotter when my morning hair's a mess (A mess)
'Cause even with my hoodie on
Bet I made you look (Said I made you look)"
Watch This - ARIZONATEARS Pluggnb Remix,"sped up nightcore, ARIZONATEARS, Lil Uzi Vert",3,2023,2,5,1638,10,207033255,0,0,21,0,0,130,B,Minor,69,36,90,1,10,15,4,
No Se Va,Grupo Frontera,1,2022,4,28,924,18,404887295,17,80,22,9,38,173,,Major,59,69,53,12,0,23,3,"Tan fácil que es enamorarme
Y tan difícil olvidarte
Porque la vida me juraste
Y hoy te busco y tú no estás

Aunque me duela ver tu foto
Entreno a mi corazón roto
Por si mañana te vuelva a encontrar

Ya no sé disimular
Llamo y no te puedo hablar
Tu recuerdo no se va
No se va, no se va
Algo en ti quiere volver
Y algo en mí te va a encontrar
Tu recuerdo no se va
No se va, no se va

Quédate otra vez
Quédate toda la noche
Quédate otra vez
Quédate más de las 12:00

Quédate otra vez
Que mi corazón no olvida
Amor así no se olvida, y no se va
No se va, no se va

Quédate otra vez
Quédate toda la vida
Quédate otra vez
Tú eres mi bala perdida

Quédate otra vez
Que mi corazón no olvida
Amor así no se olvida, y no se va
No se va, no se va

Grupo Frontera

Perder mis ojos cuando bailes
Sentir mil besos en el aire
Fue suficiente para convencerme
De que, si te vas

Te buscaré, aunque suene loco
De Bogotá hasta Buenos Aires
¿Cómo te explico que no sé olvidar?

Ya no sé disimular
Te amo y no te puedo hablar
Tu recuerdo no se va
No se va, no se va
Algo en ti quiere volver
Y algo en mí te va a encontrar
Tu recuerdo no se va
No se va, no se va

Quédate otra vez
Quédate toda la noche
Quédate otra vez
Quédate más de las 12:00

Quédate otra vez
Que mi corazón no olvida
Amor así no se olvida, y no se va
No se va, no se va

Quédate otra vez
Quédate toda la vida
Quédate otra vez
Tú eres mi bala perdida

Quédate otra vez
Que mi corazón no olvida
Amor así no se olvida"
Punto G,Quevedo,1,2022,11,4,1985,35,381161027,34,26,37,5,1,92,B,Minor,75,55,76,25,0,10,15,"BlueFire

Amigos de la infancia, pero la perdí de vista
Y a los dieciocho nos seguimo' por el Insta
No busca una relación, que pa' eso no está lista
Pero está buscando alguien pa' que la desvista
La última vez que la vi, la vi en la discoteca
Dejándose el alma por otro cabrón (Oh-oh-oh)
Cruzamos miradas, ella despechada
Se me acercó y terminé tocándote el

Punto G, eh-eh
Tú gritándome, eh-eh
Dándo-Dándote, eh-eh
Bando-Bandolera
Punto G, eh-eh
Tú gritándome, eh-eh
Dándo-Dándote, eh-eh
Bando-Bandolera

Ante' éramo' desconocido', pero ahora (Ah-ah)
Duda' porque conmigo siente' cosas reale' (Yeah-yeah)
Tan acostumbrá' a tenerlo' a pare'
Él no la valora, me dio señale', y entonce' (Eh-eh)
Actué y me la llevé
Parece una modelo de TV
Y ya no sé qué vamo' a hacer
Me engancha tu cara y tu punto G, yeah (Eh-eh)
Ese culito me pide que lo estrelle
No me olvido del perreíto en el muelle (No-oh)
No necesita que ninguna le enseñe (Yeah-eh), y
Cara como botella de Dom Péri
Ni tú ni nadie se cree su peli
Te enchulaste desde que te di
Y te toqué el

Punto G, eh-eh
Tú gritándome, eh-eh (Yeah-yeah, yeah-yeah)
Dándo-Dándote, eh-eh
Bando-Bandolera
Punto G, eh-eh
Tú gritándome, eh-eh
Dándo-Dándote, eh-eh
Bando-Bandolera

Actué y me la llevé (Yeah-yeah, yeah-yeah)
Parece una modelo de TV (Eh-eh, eh-eh-eh)
Ya no sé qué vamo' a hacer
Me engancha tu cara y tu punto G

La bebecita sabe que no hay nadie como yo
El único que le activa su punto G soy yo
Fuma y se arrebata, me llama y solita se mata
De eso se trata
La bebecita sabe que no hay nadie como yo
El único que le activa su punto G soy yo
Fuma y se arrebata, me llama y solita se mata
De eso se trata"
Lovers Rock,TV Girl,1,2014,6,5,6339,13,466231982,3,1,36,1,37,105,F,Minor,56,57,87,0,1,10,4,"Are you sick of me?
Would you like to be?
I'm tryna tell you something
Something that I already said
You like a pretty boy
With a pretty voice
Who's tryna sell you something
Something that you already have

But if you're too drunk to drive
And the music is right
She might let you stay
But just for the night
And if she grabs for your hand
And drags you along
She might want a kiss
Before the end of the song
Because love can burn like a cigarette
And leave you with nothing
And leave you with nothing

While the others talk
We were listening to lovers rock
In her bedroom, in her bedroom
And if you start to kiss
And the record skips
Flip it over and sit a little closer

But if you're too drunk to drive
And the music is right
She might let you stay
But just for the night
And if she grabs for your hand
And drags you along
She might want a kiss
Before the end of the song
Because love can burn like a cigarette
And leave you with nothing
And leave you with nothing"
METAMORPHOSIS,INTERWORLD,1,2021,11,25,1561,24,357580552,18,78,24,0,30,175,G,Minor,59,15,64,43,90,12,10,
Mami Chula,"Quevedo, Jhayco",2,2023,4,27,875,4,61105704,17,13,27,0,43,120,G,Minor,80,33,70,22,0,9,4,
En Paris,"El Chachito, Junior H",2,2022,12,24,406,5,198275403,3,31,2,1,0,139,D#,Minor,70,77,48,37,0,12,5,
Set Me Free Pt.2,Jimin,1,2023,3,17,340,13,168448603,4,71,16,1,9,132,,Minor,59,56,82,12,0,12,6,"[Romanized:]

Yeah

I got a good time
Yeah, time to get mine
Hemaesseo, miro
Hennessy and night
I never stop, I never stop
Dasi repe-e-eat
I never stop, fuck all your opps
Finally free-e-e

Ah, yeah, ah, yeah
Kkeute meomchwo seon na
Not yet, not yet
Doraboji ana
Now, yeah, now, yeah
Naraga butterfly-y-y
Finally free-e-e

Look at me now (Me now)
Deo isang apado sumji ana
Michiji anki wihae michiryeoneun geot
Jinagan nareul wihae soneul deureo

Now, set me free-e-e
Set me free-e-e
Set me free-e-e
Set me free-e-e
Set me free-e-e
(Oh-eh-oh, oh-eh-oh) Set me free-e-e
(Oh-eh-oh, oh-eh-oh) Set me free-e-e
(Oh-eh-oh, oh-eh-oh) Set me free-e-e
(Oh-eh-oh, oh-eh-oh) Set me free-e-e

I got feel low
Still nan miro
But I got no time to break soul
Just let me flow
Hey fool, just get out of my way
Shut up, fuck off
I'm on my way

Ah, yeah, ah, yeah
Sijakdoen naui primetime
Forget, forget
Gikkeoi ollata
Now, yeah, now, yeah
Naraga butterfly-y-y
Finally free

Look at me now
Nal biuseodo meomchuji ana
Michiji anki wihae michiryeoneun geot
Jinagan nareul wihae soneul deureo

Now, set me free-e-e (Set me free, set me free)
Set me free-e-e (Set me, free)
Set me free-e-e (Set me free, set me free)
Set me free-e-e (Won't you set me free)
Set me free-e-e (Yeah)
(Oh-eh-oh, oh-eh-oh) Set me free-e-e
(Oh-eh-oh, oh-eh-oh) Set me free-e-e
(Oh-eh-oh, oh-eh-oh) Set me free-e-e (Free, free)
(Oh-eh-oh, oh-eh-oh) Set me free-e-e
(Won't you set me free)

(Oh-eh-oh, oh-eh-oh, oh-eh-oh, oh) Set me free-e-e
(Oh-eh-oh, oh-eh-oh, oh-eh-oh, oh) Set me free-e-e
(Oh-eh-oh, oh-eh-oh, oh-eh-oh, oh) Set me free-e-e
(Oh-eh-oh, oh-eh-oh, oh-eh-oh, oh) Set me free-e-e
(Oh)

[Korean:]

Yeah

I got a good time
Yeah, time to get mine
헤맸어, 미로
Hennessy and night
I never stop, I never stop
다시 repe-e-eat
I never stop, fuck all your opps
Finally free-e-e

Ah, yeah, ah, yeah
끝에 멈춰 선 나
Not yet, not yet
돌아보지 않아
Now, yeah, now, yeah
날아가 butterfly-y-y
Finally free-e-e

Look at me now (Me now)
더 이상 아파도 숨지 않아
미치지 않기 위해 미치려는 것
지나간 나를 위해 손을 들어

Now, set me free-e-e
Set me free-e-e
Set me free-e-e
Set me free-e-e
Set me free-e-e
(Oh-eh-oh, oh-eh-oh) Set me free-e-e
(Oh-eh-oh, oh-eh-oh) Set me free-e-e
(Oh-eh-oh, oh-eh-oh) Set me free-e-e
(Oh-eh-oh, oh-eh-oh) Set me free-e-e

I got feel low
Still 난 미로
But I got no time to break soul
Just let me flow
Hey fool, just get out of my way
Shut up, fuck off
I'm on my way

Ah, yeah, ah, yeah
시작된 나의 primetime
Forget, forget
기꺼이 올라타
Now, yeah, now, yeah
날아가 butterfly-y-y
Finally free

Look at me now
날 비웃어도 멈추지 않아
미치지 않기 위해 미치려는 것
지나간 날을 위해 손을 들어

Now, set me free-e-e (Set me free, set me free)
Set me free-e-e (Set me, free)
Set me free-e-e (Set me free, set me free)
Set me free-e-e (Won't you set me free)
Set me free-e-e (Yeah)
(Oh-eh-oh, oh-eh-oh) Set me free-e-e
(Oh-eh-oh, oh-eh-oh) Set me free-e-e
(Oh-eh-oh, oh-eh-oh) Set me free-e-e (Free, free)
(Oh-eh-oh, oh-eh-oh) Set me free-e-e
(Won't you set me free)

(Oh-eh-oh, oh-eh-oh, oh-eh-oh, oh) Set me free-e-e
(Oh-eh-oh, oh-eh-oh, oh-eh-oh, oh) Set me free-e-e
(Oh-eh-oh, oh-eh-oh, oh-eh-oh, oh) Set me free-e-e
(Oh-eh-oh, oh-eh-oh, oh-eh-oh, oh) Set me free-e-e
(Oh)

[English translation:]

Yeah

I got a good time
Yeah time to get mine
I wandered into a maze
Hennessy and night
I never stop, I never stop
Again, repe-e-eat
I never stop, fuck all your opps
Finally free-e-e

Ah, yeah, ah, yeah
I'm standing at the edge
Not yet, not yet
I won't look back
Now yeah, now yeah
Fly away, butterfly-y-y
Finally free-e-e

Look at me now (Me now)
I won't hide anymore, even if it hurts
Going insane to stay sane
Raise your hands for the past me

Now, set me free-e-e
Set me free-e-e
Set me free-e-e
Set me free-e-e
Set me free-e-e
(Oh-eh-oh, oh-eh-oh) Set me free-e-e
(Oh-eh-oh, oh-eh-oh) Set me free-e-e
(Oh-eh-oh, oh-eh-oh) Set me free-e-e
(Oh-eh-oh, oh-eh-oh) Set me free-e-e

I got feel low
Still in a maze
But I got no time to break soul
Just let me flow
Hey fool, just get out of my way
Shut up, fuck off
I'm on my way

Ah, yeah, ah, yeah
It's begun, my primetime
Forget, forget
I'll gladly hop on
Now yeah, now yeah
Fly away, butterfly-y-y
Finally free

Look at me now
I won't stop, even if they mock me
Going insane to stay sane
Raise your hands for the past me

Now, set me free-e-e (Set me free, set me free)
Set me free-e-e (Set me, free)
Set me free-e-e (Set me free, set me free)
Set me free-e-e (Won't you set me free)
Set me free-e-e (Yeah)
(Oh-eh-oh, oh-eh-oh) Set me free-e-e
(Oh-eh-oh, oh-eh-oh) Set me free-e-e
(Oh-eh-oh, oh-eh-oh) Set me free-e-e (Free, free)
(Oh-eh-oh, oh-eh-oh) Set me free-e-e
(Won't you set me free)

(Oh-eh-oh, oh-eh-oh, oh-eh-oh, oh) Set me free-e-e
(Oh-eh-oh, oh-eh-oh, oh-eh-oh, oh) Set me free-e-e
(Oh-eh-oh, oh-eh-oh, oh-eh-oh, oh) Set me free-e-e
(Oh-eh-oh, oh-eh-oh, oh-eh-oh, oh) Set me free-e-e
(Oh)"
I Was Never There,"The Weeknd, Gesaffelstein",2,2018,3,29,4188,15,705469769,30,70,142,0,27,114,A#,Major,32,17,74,14,0,17,3,"What makes a grown man wanna cry?
(Cry, cry, cry, cry)
What makes him wanna take his life?
(Yeah)
His happiness is never real
(Real, real, real, real)
And mindless sex is how he feels, ooh, he heals

When it's time, when it's time, when it's time
It won't matter (it don't matter)
It won't matter (matter)
When it's time, when it's time, when it's time (time, it's time, babe)
It won't matter (it won't matter, babe)
It won't matter (ya)
It was like he was never there
(It was like he was never there)
It was like he was gone in thin air, oh
When it's time, when it's time, when it's time, oh, baby
It won't matter (It won't matter, baby)
It won't matter

When it's time, when it's time, when it's time
It won't matter
It won't matter
When it's time, when it's time, when it's time
It won't matter
It won't matter
It was like he was never there
It was like he was gone in thin air
When it's time, when it's time, when it's time
It won't matter, it won't matter

When it's time, when it's time, when it's time
It won't matter, it won't matter
When it's time, when it's time, when it's time
It won't matter, it won't matter

Ooh, now I know what love is
And I know it ain't you for sure
You'd rather something toxic
So, I poison myself again, again
'Til I feel nothing
In my soul (in my soul)
I'm on the edge of something breaking
I feel my mind is slowly fading
If I keep going, I won't make it
If I keep going, I won't make it

And it's all because of you
It's all because of you
It's all because of you
It's all because of you
Whoa, whoa
Don't you, baby, hey
It won't matter, baby
Don't you know?
Don't you know?
Oh, ooh, oh
Hey!"
Don't ever say love me (feat. RM of BTS),"RM, Colde",2,2023,5,4,105,0,34502215,5,9,5,0,0,145,B,Minor,54,19,48,36,0,37,5,"[Romanized:]

Dasineun saranghanda malhaji ma
Dasineun urirago haji ma
Jigeum igoseul nagamyeon neowa na
Dochakaneun sarangui majimak
Nega boyeojwotdeon maeumgwa
Jueotdeon sarangiran geojinmal
Ije modu gajyeoga
Geurigo dasin nareul chatji ma

Ijeul su isseulkka
Amudo moreuge
Kkeuchi ogo inneun
Uriui sarangeul
Gieogeun geureoke
Nal swipge ijeun chae
Majuchiji mothage
Neoreul ppaeasa ganne

Dasineun saranghanda malhaji ma
Dasineun urirago haji ma
Jigeum igoseul nagamyeon neowa na
Dochakaneun sarangui majimak
Nega boyeojwotdeon maeumgwa
Jueotdeon sarangiran geojinmal
Ije modu gajyeoga
Geurigo dasin nareul chatji ma

Love is a violence
You did know that somebody someday is
Gonna break all of the silence
We losin' the balance
Lost all the pilots
Lost in a dream, lost in a city
You beggin' for all the pity
Geunyang gajyeo
Nal mangchigo neoneun tto yeongyeong haengbokaryeom
Ije gajwo
Ije gajwo
Geunyang come to the low side (Low side)
Geojinmari doen modeun chemistry
To the low side (Low side)
Wanna fuckin' die when you next to me
To the low side (Low side)
Beolsseo I can't remember how it used to be
Honesty is the policy
Don't you say you lovin' me, hey, hey

Doragal su eomneun uri
Deoneun amugeotdo anige
Kkeuchi eodinji moreuge
Falling
Tteoreojine

Dasineun saranghanda malhaji ma
Dasineun urirago hajima
Jigeum igoseul nagamyeon neowa na
Dochakaneun sarangui majimak
Nega boyeojwotdeon maeumgwa
Jueotdeon sarangiran geojinmal
Ije modu gajyeoga
Geurigo dasin nareul chatji ma

[Korean:]

다시는 사랑한다 말하지 마
다시는 우리라고 하지 마
지금 이곳을 나가면 너와 나
도착하는 사랑의 마지막
네가 보여줬던 마음과
주었던 사랑이란 거짓말
이제 모두 가져가
그리고 다신 나를 찾지 마

잊을 수 있을까
아무도 모르게
끝이 오고 있는
우리의 사랑을
기억은 그렇게
날 쉽게 잊은 채
마주치지 못하게
너를 빼앗아 갔네

다시는 사랑한다 말하지 마
다시는 우리라고 하지 마
지금 이곳을 나가면 너와 나
도착하는 사랑의 마지막
네가 보여줬던 마음과
주었던 사랑이란 거짓말
이제 모두 가져가
그리고 다신 나를 찾지 마

Love is a violence
You did know that somebody someday is
Gonna break all of the silence
We losin' the balance
Lost all the pilots
Lost in a dream, lost in a city
You beggin' for all the pity
그냥 가져
날 망치고 너는 또 영영 행복하렴
이제 가줘
이제 가줘
그냥 come to the low side (Low side)
거짓말이 된 모든 chemistry
To the low side (Low side)
Wanna fuckin' die when you next to me
To the low side (Low side)
벌써 I can't remember how it used to be
Honesty is the policy
Don't you say you lovin' me, hey, hey

돌아갈 수 없는 우리
더는 아무것도 아니게
끝이 어딘지 모르게
Falling
떨어지네

다시는 사랑한다 말하지 마
다시는 우리라고 하지마
지금 이곳을 나가면 너와 나
도착하는 사랑의 마지막
네가 보여줬던 마음과
주었던 사랑이란 거짓말
이제 모두 가져가
그리고 다신 나를 찾지 마"
